Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race,Max_Bankroll,Drawdown,R_Multiple
2024-08-17,15:35:00,NEWBURY,Witch Hunter,7f,2.0,9.0,9.8,0.11844092779378824,2024-08-17_15:35:00,4.0,False,9.0,0.06596835014409419,7,0.008246043768011774,,0,True,100.0,0,-100.0,13389.539426835701,13489.539426835701,100.0,-1.0
2024-09-05,16:40:00,NEWBURY,Circe,7f,5.0,3.75,4.0,0.20121711937309375,2024-09-05_16:40:00,2.0,True,3.75,-0.24543580235089846,7,-0.08924938267305399,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,13389.539426835701,13489.539426835701,100.0,0.0
2024-09-05,16:40:00,NEWBURY,Mercury Day,7f,4.0,5.0,5.7,0.12608170237796312,2024-09-05_16:40:00,4.0,False,5.0,-0.3695914881101844,7,-0.0923978720275461,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,13389.539426835701,13489.539426835701,100.0,0.0
2024-09-21,15:50:00,NEWBURY,The Fingal Raven,7f,3.0,3.25,3.3,0.2388220531632518,2024-09-21_15:50:00,2.0,True,3.25,-0.2238283272194317,7,-0.09947925654196964,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,13289.539426835701,13489.539426835701,200.0,0.0
2024-09-21,15:50:00,NEWBURY,Tequila Star,7f,2.0,7.5,8.4,0.14155859167133167,2024-09-21_15:50:00,4.0,False,7.5,0.06168943753498757,7,0.009490682697690395,,0,True,100.0,0,-100.0,13289.539426835701,13489.539426835701,200.0,-1.0
2024-09-21,16:25:00,NEWBURY,The Kings Falcon,7f,4.0,5.0,5.62,0.21816617790945317,2024-09-21_16:25:00,2.0,True,5.0,0.09083088954726581,7,0.022707722386816453,odds_low|,0,False,100.0,0,0.0,13289.539426835701,13489.539426835701,200.0,0.0
2024-09-21,16:25:00,NEWBURY,Make You Smile,7f,1.0,6.5,7.99,0.14844167913187445,2024-09-21_16:25:00,4.0,False,6.5,-0.03512908564281603,7,-0.006387106480512005,kelly_low|ev_low|,0,False,100.0,1,0.0,13289.539426835701,13489.539426835701,200.0,0.0
2024-09-21,17:00:00,NEWBURY,Movie Maker,7f,1.0,3.75,3.84,0.16819726123227696,2024-09-21_17:00:00,4.0,False,3.75,-0.36926027037896136,7,-0.13427646195598594,kelly_low|ev_low|odds_low|,0,False,100.0,1,0.0,13289.539426835701,13489.539426835701,200.0,0.0
2024-09-21,17:00:00,NEWBURY,Run Boy Run,7f,6.0,5.0,5.33,0.23061033099012412,2024-09-21_17:00:00,2.0,True,5.0,0.15305165495062067,7,0.03826291373765517,odds_low|,0,False,100.0,0,0.0,13289.539426835701,13489.539426835701,200.0,0.0
2024-10-25,13:41:00,NEWBURY,Grey Owl,2m,3.0,4.5,5.2,0.24599932086422885,2024-10-25_13:41:00,2.0,True,4.5,0.1069969438890298,7,0.030570555396865658,odds_low|,0,False,100.0,0,0.0,13289.539426835701,13489.539426835701,200.0,0.0
2024-10-25,13:41:00,NEWBURY,Tailorman,2m,4.0,8.0,8.85,0.12144828309187557,2024-10-25_13:41:00,4.0,False,8.0,-0.028413735264995466,7,-0.004059105037856495,kelly_low|ev_low|,0,False,100.0,0,0.0,13289.539426835701,13489.539426835701,200.0,0.0
2024-10-25,14:51:00,NEWBURY,Kodi Lion,7f,2.0,3.0,3.35,0.22356585981441893,2024-10-25_14:51:00,2.0,True,3.0,-0.32930242055674325,7,-0.16465121027837162,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,13182.508623133,13489.539426835701,307.0308037027007,0.0
2024-10-25,14:51:00,NEWBURY,Executive Decision,7f,4.0,9.5,11.5,0.17732314450312509,2024-10-25_14:51:00,4.0,False,9.5,0.6845698727796883,7,0.08053763209172804,,0,True,107.03080370270081,0,-107.03080370270081,13182.508623133,13489.539426835701,307.0308037027007,-1.0
2024-11-07,12:30:00,NEWBURY,Schmilsson,2m½f,3.0,3.5,4.12,0.25708907299379213,2024-11-07_12:30:00,2.0,True,3.5,-0.10018824452172759,7,-0.040075297808691034,kelly_low|ev_low|odds_low|,0,False,100.0,0,0.0,13182.508623133,13489.539426835701,307.0308037027007,0.0
2024-11-07,12:30:00,NEWBURY,Aurigny Mill,2m½f,1.0,5.0,5.79,0.07274208868319863,2024-11-07_12:30:00,4.0,False,5.0,-0.6362895565840068,7,-0.1590723891460017,kelly_low|ev_low|odds_low|,0,False,100.0,1,0.0,13182.508623133,13489.539426835701,307.0308037027007,0.0
2024-12-28,14:55:00,NEWBURY,The New Lion,2m4½f,1.0,3.25,3.45,0.35281800440811156,2024-12-28_14:55:00,2.0,True,3.25,0.14665851432636257,7,0.06518156192282781,odds_low|,0,False,100.0,1,0.0,13182.508623133,13489.539426835701,307.0308037027007,0.0
